created_at,text,File Name,Bank Name,id,author_id,conversation_id
,@ilysmwonpil kak mjb klo tf dr bank biasa ke situ atas nama bank apa? ttp line bank kah? trus bisa tarik tunai berarti?,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@MichelleKalehz1 @ahmed_fawzy0000 @Boom_ThatHurt I am no longer surprised you tell truth with complete fairness,Dr. Bank interest one of five biggest sins in Islam after  multiplicity of gods. killing . usury  adultery.theft. Interest or usury greater than adultery who do these five will enter Hell if he does not repent of them","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,Guys ternyata harus pake bca kirain bisa dr bank lain juga😭😭😭 Buat yg punya atm bca ada yg mau tolongin aku gak😭,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@freethink32 @NyaiiBubu @jokowi @gibran_tweet @officialMKRI Kan sudah di jelaskan, bhw wktnya memang diberikan di awal tahun spt thn” sblumnya kecuali 2023 krn ada perubahan cara penyaluran dr bank ke ktr pos mknya agak terlambat. Biasakan denger dgn seksama sblum komen","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@mandiricare min ini saya ditelpon bilangnya dr Bank Mandiri tp nanya nanya detail CC saya sampai ke bulan &amp; tahun exp. Apa benar ini nomor bank mandiri? https://t.co/eBnGLqrOo3,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@siskamardianti @offlzine @tanyakanrl Aku ga merasa rugi krn adekku rejekinya dr bank,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@tanyakanrl rugi bgt selalu gw trf ke gopay biar dr gopay ke bank lain gratis dan dr bank ke gopay cm 1000 wkwkw,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@tanyakanrl Sbg anak kos, rugi bgt😵 ga cm tf bank aja, kadang topup ewallet dr bank ada adminnya jg.. kea yaampun🤒","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@blablabilla Setau aku ngga bisa ka, pilihan payment VA harus dr bank masing” krn tiap bank punya kode sendiri”","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@yuutaksi Bisa lapor ke bank gasih ka ? Nanti duitnya di tarik dr bank terkait, soalnya temenku pernah dpt duit ghaib besoknya ilang","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"RT @LolyLoly_15: Aroma Duit Baru, yg keluar dr Bank 🤑🤑🤑","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,Ape doh bank mintak dkt audit draft sijil baki akhir bank? Bodo ke apaa. Benda tu bank je ada draft sbb dr bank bukan dr audit. Ee bodo ke?,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@BNICustomerCare @BNI fitur terima dana QRIS BNI itu bisa digunakan utk menerima transfer uang dr Bank lain kan? Brp lama prosesnya uangnya masuk?,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@Nataputra12174 @kadrunmampos Tetangga saya keluar dr bank malah hidupnya semakin makmur membuka usaha sendiri di bidang jasa manajemen keuangan dan audit. Klu jadi pegawai bank, gajinya sudah ditakar sedangkan beban kerja berat (kerja rodi)","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@jjkcollector biasanya kepotong kalo dr bank ke dana 500p,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@KRisnaSaktixzc @bankmandiri Luar biasa sekali memang prestasi dr bank mandiri,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,dr bank https://t.co/KE4hBtyqrC,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@AddictThai bifast suka error kakk emg nya dr bank apa k apa kak?,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@miyyulucky kangen transferan dr bank indonesia ☹️😔,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"Dari war tadi @DyandraGlobal pls reconsider deh sistem membership, kalo make membership tolong bgt yg VIP tuh kuotanya full buat membership, kalo kyk gini mending semua di GS-in, gaada beda sama yg presale. Tolong bgt bedain presale membership sm dpt partnership dr bank 🙏","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,RT @Nataputra12174: @kadrunmampos Sama kaya tetangga gw..keluar dr bank..keuangan susah minta kerjaan ke gw .gw bilang loe mau jadi sales g…,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@hirtachino Hi kak, mohon maaf mengenai topup saldo shopeePay dr bank btn yg blm masuk mimin saranin km dapat menunggu 1x24 jam dr waktu km topup, namun jika sudah lewat waktu yg aku infokan, bisa DM aku utk cek lebih lanjut, terima kasih 🙏","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@flipacross I went to the Suporn Clinic in Thailand because the post op care is really good (daily nurse check ins and biweekly surgeon check ups for the month after). Dr Bank is lovely and it's fantastic having the community around you during the start of recovery,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,RT @Nataputra12174: @kadrunmampos Sama kaya tetangga gw..keluar dr bank..keuangan susah minta kerjaan ke gw .gw bilang loe mau jadi sales g…,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"dapet hampers dr bank dki segede gaban, tp topangannya kurang kuat alhasil sirupnya pecah😭","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@sbyfess WOY INI DR BANK MEKAR AWOWKWKKW LIAT @bforbacoon,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@kadrunmampos Itu uang yg kau pakai utk mkn, utk pakaian dan rmh kau tinggali uangnya produk dr bank, artinya kau mkn itu dr riba, dr produk haram...yg bicara dan mendengar sama munafiknya","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"Sodaraku seumuranku 3 hari ini ngepost dikasi hampers dr Bank BCA, Bank Jatim, Bank BRI tulisannya sebagai ✨nasabah prioritas✨","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@HaloBCA yaamplopppp masalahnya jauh dr bank😭 pffttttttt,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"RT @nudhar112: @worksfess ribuan orang orang pengen resign dr bank riba, Alhamdulillah km dikasih jalan","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@nrutea bisa kak, aku pake dr bank mandiri","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@tanyakanrl Ada sodara, umur dah 39, masih bujangan dan rasa2nya cuma pernah pacaran pas umur 20an dan ga ada kabar lagi. Bukan gay, tapi waktunya dia habis buat ngurus nyokapnya di rumah yg disabilitas (anak yatim) dan terpaksa resign dr Bank. Skrg dia usaha online sembari jaga ortu.","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,pembayaran jdnya bs dr bank lain kah? atau harus bca?,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,RT @Nataputra12174: @kadrunmampos Sama kaya tetangga gw..keluar dr bank..keuangan susah minta kerjaan ke gw .gw bilang loe mau jadi sales g…,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@tanyakanrl Ya jujurly gabisa.. Kalo tf dr bank ya pergi ke banklah tp pasti ribet dan kluar lebih dr itu nalah krna urus ini itu,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@kadrunmampos Sama kaya tetangga gw..keluar dr bank..keuangan susah minta kerjaan ke gw .gw bilang loe mau jadi sales gak? N jawab nya usaha loe riba gak? Habis itu malah pinjam uang sampai hari ini ga di kembalikan tiap di tagih malah kasih dalil..anjing…..,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,@Ad212ulL Duit tu pun asal transaksi dr bank. Semua product jual online kot. Tkde transaksi cash pun. Bykkn bersangka baik. Allah Maha Mengetahui,"tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"sepupu gue dpt uang baru yg dituker sm pacarnya. sedangkan kami cmn dpt ule aja dr bank. trs nyokap bilang: lebaran tanpa uang baru kaya gak ada semangat2nya. dia aja dpt uang baru.

rada kesel pagi2 bilang kaya gitu. uangnya mau gue setrika biar jd baru apa?","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,"@mandiricare kak barusan aku transfer dr bank lain, keterangannya sdh berhasil tp saldonya belum masuk ke mandiri aku, gimana ya?","tweets_""DR Bank"" OR #DRBank.csv",Bankwell Bank,,,
,NAACP. Bankwell Bank. CDC. Empower. https://t.co/s3xXmJ905Z,tweets_Bankwell Bank.csv,Bankwell Bank,,,
,"Sponsored Content: Scammers are evolving, making it crucial for businesses to stay vigilant in protecting their assets. How do you defend your business against these evolving threats? Find out with Chelsea Groton Bank. 

https://t.co/sXxYeJ54uv https://t.co/R37KCbWwW7","tweets_""Chelsea Groton Bank"" OR #ChelseaGrotonBank.csv",Bankwell Bank,,,
,NAACP. Bankwell Bank. CDC. Empower. https://t.co/s3xXmJ905Z,"tweets_""Bankwell Bank"" OR #BankwellBank.csv",Bankwell Bank,,,
,"RT @Coach_CastilloJ: It’s come down to the last hour. If you haven’t voted today, please click on the link below and vote for our girl, Bec…","tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,"It’s come down to the last hour. If you haven’t voted today, please click on the link below and vote for our girl, Becca Sexton. 

Feel free to share with others. 
https://t.co/HIhTvJXpKw","tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,RT @DaveRuden: VOTE...We have five male and five female finalists for Ruden Report-Fairfield County Bank Male and Female Players of the Wee…,"tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,https://t.co/aJMehU6uxo,"tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,RT @NHSBearsBSBL: VOTE FOR XAVIER!! https://t.co/aUfNiymuvn,"tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,Vote For Male Player Of The Week https://t.co/36rIdhzsy1,"tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,"Vote for my son Xavier Gonzalez 
https://t.co/q5RA4hqeWW","tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,VOTE FOR XAVIER!! https://t.co/aUfNiymuvn,"tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,"VOTE...We have five male and five female finalists for Ruden Report-Fairfield County Bank Male and Female Players of the Week. The polls close at noon on Thursday, our POTW T shirts for the winners. https://t.co/hEydypUqeZ","tweets_""Fairfield County Bank"" OR #FairfieldCountyBank.csv",Fairfield County Bank,,,
,"First County Bank is excited to announce its participation in the Homeownership Assistance Program offered through the Federal Home Loan Bank of Boston.  To learn more about applying for these programs, speak with one of our Mortgage Loan Originators. https://t.co/mAWT7ZK7gj https://t.co/aB1hy6cW6Z","tweets_""First County Bank"" OR #FirstCountyBank.csv",First County Bank,,,
,TruStage IG. Northwest Community Bank. TransUnion. Webster Bank. https://t.co/utLcNcUwhQ,"tweets_""Northwest Community Bank"" OR #NorthwestCommunityBank.csv",Northwest Community Bank,,,
