query,business_name,review_rating,review_text,review_photos,review_tags,datetime_utc,timestamp,review_id,author_title,author_friend_count,author_photo_count,author_reviews_count,author_location,author_image,author_id,author_url,owner_reply,owner_reply_title,owner_reply_datetime_utc,owner_reply_timestamp,next_page_cursor,page_name,Bank Name
https://www.yelp.com/biz/first-county-bank-stamford-2?osq=First County Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,first-county-bank-stamford-2_8.csv,First Bank of Greenwich
https://www.yelp.com/biz/newtown-savings-bank-trumbull?osq=Newtown Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,newtown-savings-bank-trumbull_9.csv,Newtown Savings Bank
https://www.yelp.com/biz/the-milford-bank-milford-4?osq=Milford Bank,The Milford Bank,5.0,"Great bank, haven't had any problem over the years of working with them. Recommend to all.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/22/2022 16:35:49,1658507749.0,L58ll_CKQFdNNwQnAyPRsg,Caleb C.,110.0,0.0,4.0,"Coos Bay, OR",,LSD1MUAanPBZ7nkYMUS5zg,https://www.yelp.com/user_details?userid=LSD1MUAanPBZ7nkYMUS5zg,,,,,,the-milford-bank-milford-4_0.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/the-milford-bank-milford-4?osq=Milford Bank,The Milford Bank,1.0,Deposited a paycheck on a Friday. They put it in as a personal check instead and closed for 4 days with zero way of contacting them. Don't go to this bank if you want a reliable form of banking,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",01/19/2022 00:09:50,1642550990.0,CQDaPU3tsg5WnFQHKravuA,Matt G.,0.0,3.0,10.0,"Milford, CT",,7VKvq385IvoE2Ocj4ZYV0w,https://www.yelp.com/user_details?userid=7VKvq385IvoE2Ocj4ZYV0w,,,,,,the-milford-bank-milford-4_0.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/savings-bank-of-danbury-newtown?osq=Savings Bank of Danbury,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,savings-bank-of-danbury-newtown_0.csv,Essex Savings Bank
https://www.yelp.com/biz/thomaston-savings-bank-farmington?osq=Thomaston Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,thomaston-savings-bank-farmington_6.csv,Thomaston Savings Bank
https://www.yelp.com/biz/essex-savings-bank-madison?osq=Essex Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,essex-savings-bank-madison_2.csv,Essex Savings Bank
https://www.yelp.com/biz/bankwell-in-hamden-hamden?osq=Bankwell Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,bankwell-in-hamden-hamden_2.csv,Bankwell Bank
https://www.yelp.com/biz/ion-bank-hamden?osq=Ion Bank,Ion Bank,3.0,"The people at this bank are SO rude. Whether it's drive thru or personally walking inside, they look at you as if you're bothering them. When you tell them what you need, it's done slowly and with an attitude. I don't care for the disrespect.",[],"{'helpful': 1, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",10/28/2020 03:15:37,1603854937.0,k0hryWAcpFBchNXMqwEbdg,Brittany H.,9.0,0.0,1.0,"Seymour, CT",,Rv2ZSPgK7KaDvwMjrs_OJA,https://www.yelp.com/user_details?userid=Rv2ZSPgK7KaDvwMjrs_OJA,,,,,,ion-bank-hamden_6.csv,Ion Bank
https://www.yelp.com/biz/chelsea-groton-bank-north-stonington-3?osq=Chelsea Groton Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,chelsea-groton-bank-north-stonington-3_7.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/union-savings-bank-brookfield?osq=Union Savings Bank,Union Savings Bank,5.0,I find this bank very well managed. Staff is always friendly and ready to help. I highly recommend.,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/28/2024 14:50:58,1709131858.0,4ytim-bSfKI0cYsZBeaOXg,Jack L.,1.0,0.0,3.0,"SoMa, San Francisco, CA",https://s3-media0.fl.yelpcdn.com/photo/COIrzv27yLajDbNLXx9Oew/180s.jpg,go1u2Q-NaMKIg5RQkncTCw,https://www.yelp.com/user_details?userid=go1u2Q-NaMKIg5RQkncTCw,,,,,,union-savings-bank-brookfield_16.csv,Union Savings Bank
https://www.yelp.com/biz/union-savings-bank-brookfield?osq=Union Savings Bank,Union Savings Bank,1.0,"Been banking with Union Savings for over 30 years & I love the bank.
But today, at the Brookfield Branch by Costco--experienced the nastiest, most unfriendly tellers ever! I'm a bookkeeper so I bank quite frequently and for multi-million dollar companies. No one was in the bank, so I wanted 2 different tellers to process my deposits from a non-profit so I could get in & out quicker. One had the nerve to say ""Well if a customer comes in, I'll have to stop yours (deposit)""
Ok--and what am I??? Not a customer? Lucky for me there are many other branches, because I won't be back there again! Two words--Mean Girls! (They also deposited my paycheck and would not let me see my running bank balance. Oh yeah-to them I'm not a customer.)",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",01/06/2017 15:49:42,1483717782.0,mzzd-NevLcs7nTdmfX0LgQ,Linda Q.,1.0,0.0,51.0,"Brookfield, CT",https://s3-media0.fl.yelpcdn.com/photo/PykyqqJun0RfBeuVAmib7A/180s.jpg,jZFHgwkgMGDKko1vx6Kcmg,https://www.yelp.com/user_details?userid=jZFHgwkgMGDKko1vx6Kcmg,,,,,,union-savings-bank-brookfield_16.csv,Union Savings Bank
https://www.yelp.com/biz/union-savings-bank-brookfield?osq=Union Savings Bank,Union Savings Bank,1.0,"Use to think this was a nice small town bank, now that they want to charge me $5 to cash my paycheck I realized it is just another blood sucking bank that doesn't care about people.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/21/2014 17:58:26,1395424706.0,18TZbVFJ9mOjUTPKivkkbQ,Chris G.,23.0,12.0,43.0,"New Milford, CT",https://s3-media0.fl.yelpcdn.com/photo/2qgIPxYZu7MkAUYwHNFjrg/180s.jpg,wZTqiyEGskseH2ixnUUt7g,https://www.yelp.com/user_details?userid=wZTqiyEGskseH2ixnUUt7g,,,,,,union-savings-bank-brookfield_16.csv,Union Savings Bank
https://www.yelp.com/biz/jewett-city-savings-bank-plainfield?osq=Jewett City Savings Bank,Jewett City Savings Bank,1.0,"so I have been a customer at this bank for twenty years and I needed a student loan payment stopped (which was never supposed to be drafted but that another yelp review). The Dept of Education said so sorry our bad but because it is drafted and due to come out tomorrow there is nothing we can do to stop it. They recommended I call my bank and have them stop the draft payment. I did and was told that JCSB would charge me $30.00 to ""attempt"" to stop the payment but if it came in tonight hey they would be unable to stop it but they would till keep my $30. I am in tears right now because my mortgage payment is going to bounce because of this. So my choice is take the hit and let them pull the $265 or pay 30 and maybe end up paying 295.00 The girl on the phone tried to help but apparently the bank manager at this branch refused to waive the fee. Thanks for making my life worse during the Covid19 pandemic. I wont forget how you treat your long time customers and when this is over. not only will I switch banks but I am going to tell every single person I know and plenty of strangers that this bank does not care about its customers during the worst crisis this country has seen in 100 years.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",04/15/2020 19:26:15,1586978775.0,ZVLitnOGSTBwKSfJjNy11w,Shelley S.,0.0,0.0,1.0,"Plainfield, CT",,9yxeVyh6j9Ql-mdoyXVkEg,https://www.yelp.com/user_details?userid=9yxeVyh6j9Ql-mdoyXVkEg,,,,,,jewett-city-savings-bank-plainfield_4.csv,Jewett City Savings Bank
https://www.yelp.com/biz/liberty-bank-durham?osq=Liberty Bank,Liberty Bank,5.0,"I have been banking with Liberty Bank for years. Why? because while every other bank changes names Liberty Bank remains the same. Service with a smile and the small town friendly folks there make banking a pleasure.

They have added more branches to serve us better, but I enjoy the ease of their on-line baking. Bill reminders and easy set-up make this work for us.

There are so many other services I haven't mentioned, like no fee ATM's where you get your fee bank when using another banks ATM. Overdraft protection for my linked savings account too.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",10/01/2011 13:25:18,1317475518.0,9KfjZue-YKhM0VBL0BycWQ,Dave D.,12.0,98.0,365.0,"Asbury Park, NJ",https://s3-media0.fl.yelpcdn.com/photo/0VSbQ0ZGR6X22Rr-InxqQQ/180s.jpg,QmAiMyuhHyoBsaoPJuGpiw,https://www.yelp.com/user_details?userid=QmAiMyuhHyoBsaoPJuGpiw,,,,,,liberty-bank-durham_11.csv,Liberty Bank
https://www.yelp.com/biz/first-county-bank-stamford-3?osq=First County Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,first-county-bank-stamford-3_7.csv,First Bank of Greenwich
https://www.yelp.com/biz/the-first-bank-of-greenwich-greenwich?osq=First Bank of Greenwich,The First Bank Of Greenwich,5.0,"What a wonderful bank...
The personal attention, kindness and courtesy extended by all of the staff at this bank is truly above and beyond.
After several decades of business banking - and at several banks - the First Bank of Greenwich has, again and again, gone out of their way to help in all ways big and small, that I've not seen elsewhere.
In an era where decent customer service is constantly diminishing, this bank brings a refreshing and helpful level of focus and attention that's unfortunately hard to find elsewhere. And as a small business, with little to offer in terms of fat bank accounts, I still seem to get attention and service at the 10/10 level.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",11/10/2023 15:13:17,1699629197.0,t7eGzziwcs0NHDXCjsH58Q,Vincent C.,0.0,36.0,1.0,"Port Chester, NY",,6dBvLWmdP4rHYwe-47LNtw,https://www.yelp.com/user_details?userid=6dBvLWmdP4rHYwe-47LNtw,,,,,,the-first-bank-of-greenwich-greenwich_0.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/the-first-bank-of-greenwich-greenwich?osq=First Bank of Greenwich,The First Bank Of Greenwich,5.0,"Best and only true community bank in the area.  Walk in and everyone knows you. kinda like walking into Cheers!  Great people.  Would not go elsewhere for mortgages, business loans, CD's, family or business account.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/26/2018 00:40:46,1532565646.0,XsmsJpAe4jeBuq4R7MkEXw,George D.,24.0,0.0,18.0,"Riverside, CT",https://s3-media0.fl.yelpcdn.com/photo/6rO6VqO4lyZrSkTmt0tC7Q/180s.jpg,E1xt4TlghAG6cqKCvwYNRw,https://www.yelp.com/user_details?userid=E1xt4TlghAG6cqKCvwYNRw,,,,,,the-first-bank-of-greenwich-greenwich_0.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/dime-savings-bank-norwich?osq=Dime Bank,Dime Bank,1.0,"Applied for the Deposit operations opening with this bank, The bank claims to care about communication but some red flags defiantly came up. Was ghosted after the interview (having been given the deposit operations managers card with her email. just to be ignored and never get an email reply. at this point i had already written this bank off as a place i wouldn't like to join. they called 2 weeks later saying the job had been filled. managers and supervisor over deposit operations need to work on their communication. my advice? avoid this bank.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/17/2024 20:59:07,1708203547.0,VrEeQ6vAsScT2q5BVH8QLg,Two S.,0.0,0.0,1.0,"Norwich, CT",,KMCT74ikWFChEWPUbo9AoQ,https://www.yelp.com/user_details?userid=KMCT74ikWFChEWPUbo9AoQ,,,,,,dime-savings-bank-norwich_2.csv,Dime Bank
https://www.yelp.com/biz/dime-savings-bank-norwich?osq=Dime Bank,Dime Bank,1.0,"The tellers are fabulous to work with.  However, when I went in there as a long time customer, to be insulted by the upper management by them questioning provided documentation to deposit a long awaited check,  they have lost my business.  We used Dime Bank because of their commitment to local business, but learned today that they are only committed to themselves.   We will now seek out a local bank willing to be a partner with us to grow our business.  Not a bank who isn't interested in maintaining a 20yr banking relationship.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/12/2019 17:42:39,1562953359.0,7cmnOvu4G4-MR0CP8hHpQA,John O.,0.0,0.0,1.0,"San Francisco, CA",,2fvzoOMUMYSfc-wYisxLbA,https://www.yelp.com/user_details?userid=2fvzoOMUMYSfc-wYisxLbA,,,,,,dime-savings-bank-norwich_2.csv,Dime Bank
https://www.yelp.com/biz/newtown-savings-bank-danbury?osq=Newtown Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,newtown-savings-bank-danbury_0.csv,Newtown Savings Bank
https://www.yelp.com/biz/first-county-bank-norwalk?osq=First County Bank,First County Bank,5.0,Great customer service.  Friendly tellers.  Fantastic branch to visit - highly recommend.,[],"{'helpful': 1, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",11/18/2015 16:26:32,1447863992.0,KnJCVdnxD-7OtfgFE30OjA,D A.,0.0,8.0,33.0,"Chapel Hill, NC",https://s3-media0.fl.yelpcdn.com/photo/vyocufpjimqecADNdsD1lA/180s.jpg,asfsEgECAKscKN-852RgWA,https://www.yelp.com/user_details?userid=asfsEgECAKscKN-852RgWA,,,,,,first-county-bank-norwalk_4.csv,First Bank of Greenwich
https://www.yelp.com/biz/first-county-bank-norwalk?osq=First County Bank,First County Bank,1.0,"The worst bank I have ever dealt with. I got mortgage from them. First year, they didn`t send me the 1098 form. Second year, even though I`m on auto pay and I pay my mortgage and escrow on time all the time, they failed to pay my real estate tax. I found out after I received a late payment letter from the city with penalty and interest. I left massages to the bank escrow department but nobody called back until I called the original mortgage person Jennifer whom I dealt with at first. She took action and I got an email from the escrow department that they had a system error and they are paying the tax now: after 2.5 months it was due and after the city said that they will put a lien on my property if I don`t pay withing 3 days. The worst bank ever!!! If you want to avoid stress, DO NOT EVER get mortgage from them! I would give negative 10 stars if I could.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/13/2018 17:45:03,1520963103.0,7pTL_CDdmBRPPMzQZFOXnA,Sheila S.,0.0,0.0,4.0,"Norwalk, CT",,6KQKhrSFxBfUU-0LfiHfyA,https://www.yelp.com/user_details?userid=6KQKhrSFxBfUU-0LfiHfyA,,,,,,first-county-bank-norwalk_4.csv,First Bank of Greenwich
https://www.yelp.com/biz/chelsea-groton-bank-sprague?osq=Chelsea Groton Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,chelsea-groton-bank-sprague_9.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/first-county-bank-darien?osq=First County Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,first-county-bank-darien_6.csv,First Bank of Greenwich
https://www.yelp.com/biz/ion-bank-naugatuck?osq=Ion Bank,Ion Bank,1.0,This is for the rubber ave location in Naugatuck. Terrible service. Came in on Saturday the 15th around 10am just to get a replacement card and I've been sitting here for an hour and a half now looking at people sitting behind the glass doing nothing. When a cashier went over and said something to the people who do the cards he was told they are busy yet I'm looking at them do nothing. Unbelievable. Time for a new bank.,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/15/2020 16:30:08,1581784208.0,ROUFGP0FsUiQVhwzjQYlAQ,Kristina P.,0.0,1.0,24.0,"Meriden, CT",,k-zQHd1Izan1mWvW3cJrxw,https://www.yelp.com/user_details?userid=k-zQHd1Izan1mWvW3cJrxw,,,,,,ion-bank-naugatuck_2.csv,Ion Bank
https://www.yelp.com/biz/ion-bank-naugatuck?osq=Ion Bank,Ion Bank,1.0,"New Bill Pay a disaster !!  Lost history, have to change accounts back to the original manually.
  Now have to enable POP UP windows !  Called to ask why? no one knows,  will get back to me : 5 days still waiting, called again still dont know.    They have a new system and THEY do not know how it works !!!!
  Small time bank wanting to play with the big boys,  they lost!
  Will be going to a new bank",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/28/2017 16:08:17,1488298097.0,Jv70xeBQW2MouQ0LFkK23Q,Michael R.,0.0,0.0,11.0,"Naugatuck, CT",,bZOJxv3dFazBEEQlR_tNmA,https://www.yelp.com/user_details?userid=bZOJxv3dFazBEEQlR_tNmA,,,,,,ion-bank-naugatuck_2.csv,Ion Bank
https://www.yelp.com/biz/ion-bank-naugatuck?osq=Ion Bank,Ion Bank,1.0,"Absolutely the worst bank since the switch. Worst customer service, and to cash a check they required my SS number which is technically illegal and irrelevant. My family has had Naugatuck Savings for over 30 years with multiple mortages through the bank. Needless to say they are switching to a different bank since they sold out. While inside the branch, there were around 6 or 7 people waiting for service, 5 of which were having account issues. I can't imagine they will last very long operating like this. Save yourself the trouble, go somewhere else.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",08/13/2015 20:27:35,1439497655.0,X0Zl-huhIAmwSxI-rvUtFw,Scott F.,80.0,0.0,1.0,"Waterbury, CT",,sES0J_rgmcFuUQa6r7eujQ,https://www.yelp.com/user_details?userid=sES0J_rgmcFuUQa6r7eujQ,,,,,,ion-bank-naugatuck_2.csv,Ion Bank
https://www.yelp.com/biz/savings-bank-of-danbury-danbury-4?osq=Savings Bank of Danbury,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,savings-bank-of-danbury-danbury-4_9.csv,Essex Savings Bank
https://www.yelp.com/biz/thomaston-savings-bank-bethlehem?osq=Thomaston Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,thomaston-savings-bank-bethlehem_10.csv,Thomaston Savings Bank
https://www.yelp.com/biz/thomaston-savings-bank-bristol?osq=Thomaston Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,thomaston-savings-bank-bristol_0.csv,Thomaston Savings Bank
https://www.yelp.com/biz/union-savings-bank-monroe?osq=Union Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,union-savings-bank-monroe_11.csv,Union Savings Bank
https://www.yelp.com/biz/first-county-bank-stamford?osq=First County Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,first-county-bank-stamford_2.csv,First Bank of Greenwich
https://www.yelp.com/biz/dime-bank-new-london-2?osq=Dime Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,dime-bank-new-london-2_1.csv,Dime Bank
https://www.yelp.com/biz/first-county-bank-stamford-4?osq=First County Bank,First County Bank,5.0,The Summer St branch staff is always helpful knowledgable of my banking needs.Everyone has a smile when I visit the the branch.Keep up the great work,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/23/2023 16:44:18,1679589858.0,7kcSczsxIxLOEsBkZ_GeUQ,Giovani L.,0.0,0.0,1.0,"Upper East Side, Manhattan, NY",,jd7ATYts_A3JYaY7SjfHLw,https://www.yelp.com/user_details?userid=jd7ATYts_A3JYaY7SjfHLw,,,,,,first-county-bank-stamford-4_3.csv,First Bank of Greenwich
https://www.yelp.com/biz/first-county-bank-stamford-4?osq=First County Bank,First County Bank,1.0,"Went there for a simple  deposit.  Was treated with rudeness and impatience by one of the managers.  
I would not trust these folks with mortgage or small business loans iffbthey treat me so poorly over a simple checking account.   Go to another bank",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",01/18/2020 21:09:30,1579381770.0,6mlRrAQF966rQMrdWvNKpg,D T.,0.0,0.0,26.0,"Stamford, CT",,PUjHxVsrjqssHO-9Oa10qA,https://www.yelp.com/user_details?userid=PUjHxVsrjqssHO-9Oa10qA,,,,,,first-county-bank-stamford-4_3.csv,First Bank of Greenwich
https://www.yelp.com/biz/first-county-bank-stamford-4?osq=First County Bank,First County Bank,1.0,"The worst bank I have ever dealt with. I got mortgage from them. First year, they didn`t send me the 1098 form. Second year, even though I`m on auto pay and I pay my mortgage and escrow on time all the time, they failed to pay my real estate tax. I found out after I received a late payment letter from the city with penalty and interest. I left massages to the bank escrow department but nobody called back until I called the original mortgage person Jennifer whom I dealt with at first. She took action and I got an email from the escrow department that they had a system error and they are paying the tax now: after 2.5 months it was due and after the city said that they will put a lien on my property if I don`t pay withing 3 days. The worst bank ever!!! If you want to avoid stress, DO NOT EVER get mortgage from them! I would give negative 10 stars if I could.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/13/2018 14:04:24,1520949864.0,wLn2dc6QH_ZWShZJuEsnFw,Sheila S.,0.0,0.0,4.0,"Norwalk, CT",,6KQKhrSFxBfUU-0LfiHfyA,https://www.yelp.com/user_details?userid=6KQKhrSFxBfUU-0LfiHfyA,,,,,,first-county-bank-stamford-4_3.csv,First Bank of Greenwich
https://www.yelp.com/biz/first-county-bank-stamford-4?osq=First County Bank,First County Bank,5.0,I'm always on the go and they drive up window is usually pretty quick. If it's slow it's usually because the people in front are ill prepared. You seldom receive a frown from the bank tellers and they have coffee for you to drink while you wait. I use first county bank for my small business account and have no complaints.,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/23/2014 04:19:08,1406089148.0,dEwkpYXiNY_9o_5Hw1BFaw,Justin H.,4.0,14.0,21.0,"Stamford, CT",,TrL0tXPSvsYlmrLAl6oDyg,https://www.yelp.com/user_details?userid=TrL0tXPSvsYlmrLAl6oDyg,,,,,,first-county-bank-stamford-4_3.csv,First Bank of Greenwich
https://www.yelp.com/biz/first-county-bank-stamford-4?osq=First County Bank,First County Bank,2.0,"I've was a long time customer of First County Bank and must say I was happy with their customer service, as well as personnel at any branch I've banked at.  I would give that aspect of my experience 5 stars. However, the problem with First County now is they seem to be nickeling and diming their customers to death. They're tacking fees onto everything and when I voiced my concern to the manager - his response was basically, this is the way it is.  Direct deposit at other banks entitle you to a free checking account.  This is not the case with FC as now, there's a $6 fee, plus a minimum balance must be maintained.  I've shopped around and after many years with First County, I've jumped ship to a not so ""fee happy"" bank.  I've found a bank with a totally free checking account, no minimum balance required...and after 2 direct deposits in 60 days received a $100 gift deposit from the bank!  Do your research - there are better banks out there!",[],"{'helpful': 1, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",09/01/2014 15:09:11,1409584151.0,Kp92E-4wMfDZiWVA9yzEHw,Terri M.,0.0,1.0,26.0,"Darien, CT",,ErzX8Fbtw9DV0FriFunw9Q,https://www.yelp.com/user_details?userid=ErzX8Fbtw9DV0FriFunw9Q,,,,,,first-county-bank-stamford-4_3.csv,First Bank of Greenwich
https://www.yelp.com/biz/savings-bank-of-danbury-danbury-5?osq=Savings Bank of Danbury,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,savings-bank-of-danbury-danbury-5_2.csv,Essex Savings Bank
https://www.yelp.com/biz/ion-bank-oxford?osq=Ion Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,ion-bank-oxford_9.csv,Ion Bank
https://www.yelp.com/biz/ion-bank-ansonia?osq=Ion Bank,Ion Bank,1.0,"excellent staff and branch services. Unfortunately, they have a completely unusable online banking app, worst ever. Find another bank.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",04/29/2023 09:14:05,1682759645.0,JE5o8rXX-pYkSVoC3xo_zg,Ron S.,0.0,0.0,22.0,"Ansonia, CT",,ou9aCU5ZYa4LCF26M_EM_Q,https://www.yelp.com/user_details?userid=ou9aCU5ZYa4LCF26M_EM_Q,,,,,,ion-bank-ansonia_8.csv,Ion Bank
https://www.yelp.com/biz/ion-bank-ansonia?osq=Ion Bank,Ion Bank,1.0,Nothing like getting racist profile cause your cash a check for 2k to actually think I was going to open an account here,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",09/06/2017 15:21:35,1504711295.0,bCnh_geowWXE2WVY7r0xXA,Jason S.,55.0,0.0,4.0,"Danbury, CT",https://s3-media0.fl.yelpcdn.com/photo/Yt6cGa6yfYpIT55UD06-pw/180s.jpg,d4vrcjop5sEzdGkx_dglnQ,https://www.yelp.com/user_details?userid=d4vrcjop5sEzdGkx_dglnQ,,,,,,ion-bank-ansonia_8.csv,Ion Bank
https://www.yelp.com/biz/ion-bank-ansonia?osq=Ion Bank,Ion Bank,5.0,"Personally I prefer small chain banks as opposed to conglomerates. I like the one-on-one, community atmosphere that they offer; and I don't feel overwhelmed by ""the man"". There is no agenda. They are not trying to sell you anything. Every time I enter conglomerates (my mother uses one), I feel as though I am being swooped down upon + thrown a hard ball in the face. Not for me!!

This bank has had very low turn around in the tellers. Other banks I've noticed they tend to go through tellers like yesterday's stale leftovers. I know most everyone there by face and am typically greeted upon entering.

I like!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",08/30/2008 22:43:02,1220136182.0,5ZmlhTV88sABj_kUVl9p9A,tracy r.,12.0,1.0,67.0,"Derby, CT",https://s3-media0.fl.yelpcdn.com/photo/NsJ20pOMjbU6YTnY0yGGfw/180s.jpg,6vGq9Cv-gQGXiISQC2PEzw,https://www.yelp.com/user_details?userid=6vGq9Cv-gQGXiISQC2PEzw,,,,,,ion-bank-ansonia_8.csv,Ion Bank
https://www.yelp.com/biz/essex-savings-bank-old-saybrook?osq=Essex Savings Bank,Essex Savings Bank,5.0,They helped me set up a last minute business account. The location is convenient and I hardly ever wait to make a deposit. The staff are super nice.,[],"{'helpful': 0, 'thanks': 1, 'love_this': 0, 'oh_no': 0}",04/19/2022 15:17:14,1650381434.0,lRRhpOlmAUhbzBOyt3U5Lw,Chelsey F.,93.0,64.0,215.0,"New York, NY",,xiRrZXVh-Ty6zipTmUTqCg,https://www.yelp.com/user_details?userid=xiRrZXVh-Ty6zipTmUTqCg,,,,,,essex-savings-bank-old-saybrook_3.csv,Essex Savings Bank
https://www.yelp.com/biz/union-savings-bank-kent-2?osq=Union Savings Bank,Union Savings Bank,1.0,USB's business online banking product continues to have issues.  Latest find a payee's address that contains a c/o line is not printing on check.  Phone call for help took 37 minutes and still waiting on resolution to problem!,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/28/2020 15:27:47,1609169267.0,F848iUahq9p7b9q2YBsRPg,Linda H.,0.0,1.0,16.0,"Kent, CT",,wp6iBeCvNIMmAP-_3Ead8Q,https://www.yelp.com/user_details?userid=wp6iBeCvNIMmAP-_3Ead8Q,,,,,,union-savings-bank-kent-2_3.csv,Union Savings Bank
https://www.yelp.com/biz/chelsea-groton-bank-waterford?osq=Chelsea Groton Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,chelsea-groton-bank-waterford_8.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/union-savings-bank-new-milford-3?osq=Union Savings Bank,Union Savings Bank,5.0,"My husband and I had a great experience working with Darcy to open up a new personal checking account. She was very thorough and answered all of our questions. She took time to sit with us and explained everything. I later visited a couple days later to open a business checking account. 

I can't express how great the personal one-on-one service  was - and it is so important. We never had this great of an experience with Chase or Citibank. We're so happy we're banking with Union Savings Bank now. Thanks, Darcy!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",09/19/2023 17:20:23,1695144023.0,GFdj93uU4_khPX8T1vLV-Q,Kimberly T.,0.0,0.0,7.0,"San Francisco, CA",,3KdaOh6uJNlp32gzGCXgIw,https://www.yelp.com/user_details?userid=3KdaOh6uJNlp32gzGCXgIw,,,,,,union-savings-bank-new-milford-3_9.csv,Union Savings Bank
https://www.yelp.com/biz/union-savings-bank-new-milford-3?osq=Union Savings Bank,Union Savings Bank,1.0,Don't put your money in this bank because any fraudster will be allowed in your account and they won't do a thing about it except charge you a fee. They make you pay for their mistakes trust me!!!!!,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/01/2016 14:48:08,1480603688.0,1mEXxjhf18XoXeroMNEakw,AJ K.,0.0,73.0,61.0,"New York, NY",https://s3-media0.fl.yelpcdn.com/photo/du0ziWJbMbsqUqTl_J03fA/180s.jpg,2VDX-6xf83kQpAP-GRBDDg,https://www.yelp.com/user_details?userid=2VDX-6xf83kQpAP-GRBDDg,,,,,,union-savings-bank-new-milford-3_9.csv,Union Savings Bank
