datetime,author_title,review_text,review_rating,File Name,Bank Name
03/19/2023 12:56:39,Jeffery “Jefferson Daniels” Lesnick,"Always so professional courteous and helpful at this bank, especially in Westport location!",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
03/30/2023 20:30:54,VSL Fighting,We have been a customer of Wendy and her crew for many many years. I could not ask for more.,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 17:07:04,Hiwber Flores,Cassie is always very helpful! Thank you to all the ladies of westport,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/11/2022 15:11:11,amy van arsdale,"Miriam was terrific!
Helpful, kind and fun! I love First County Bank! 💚
Amy",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/19/2023 20:44:55,Anthony Reyes,"Omg, great service! The best people!!",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 01:49:45,Stephanie Toussaint,"20/10. Workers are very nice, sweet and helpful",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/02/2022 12:48:39,Nikole MacDonald,Excellent customer service!! Always feel welcome and appreciated.,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/02/2022 18:17:20,Libby Roney,"I have been a customer for many years. They are always professional, Competent, and friendly.",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/09/2023 19:00:35,Barbara Boeck,"Thank you, First County, for courteous, efficient and friendly associates!!
👍👍👍👍👍👍",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/06/2023 21:01:38,ANETA MATYSZCZYK,"Nice professional service
Santa and Mariam
Thank you",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
03/18/2023 15:25:04,Noah Schwartz,A great local bank; always great service from Cassie!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/22/2022 17:14:21,michele bloch,Wendy is the best!!! I have been working with her for over 35 years😊,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/05/2022 20:57:32,jim zygmont,Great customer service.  Friendly staff. Attentive.,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
01/05/2024 15:59:48,george tsionis,Splendiforous every time:)))))),5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/13/2023 22:48:08,Andi Sklar,Such a pleasant experience every time!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/30/2022 21:19:25,Theresa Ponger,I love the Westport ladies!! The greatest  customer service ever!!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/14/2022 12:23:56,Mahtab Ahmed,It was a good service and they were very helpful.,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/29/2022 16:21:44,Amul Shah,Hi Cassie.  Is nice n  very respectful with customers,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
03/31/2023 22:53:13,Scott Sklar,Amazing experience and people every single time,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/02/2022 16:47:11,Elaine Marciniak,Santa was very patient and helpful in explaining my IRA statement,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/19/2023 20:41:42,Braylin Castaneda,Thank you for the Quality service!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 01:44:54,Anjali Gorti,amazing service all the time,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 20:23:20,MaRiaA LexAa,"Cassie,Excellent customer service💯",5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 15:36:37,Key Arana,Excellent customer service !!!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/19/2022 15:52:27,Rosi Gallegos,Santa is amazing great costumer services,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
03/31/2023 16:34:52,Rudolph Brucato,Great customer service,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/12/2023 19:54:01,Luna Kornwerod,Friendly. Excellent sevice,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 01:32:58,Jordan Wabahati,10 out of 10 would recommend,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 15:35:57,Isaiah York,The lady all awesome,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 23:37:26,Darren Bosch,The staff goes above and beyond!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 23:13:26,Elizabeth Knudsen,Great service!!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 23:32:56,Mayra De Freitas,Great place!,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
10/13/2023 18:36:24,jose martinez,Good branch,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
08/24/2021 19:25:37,Robert Becker,Rude,1,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/28/2023 20:04:44,Teresa Graves,Gracias por la ayuda.,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/08/2022 12:19:57,Dominic Capomolla,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
09/01/2021 12:29:49,Harry Londono,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 23:15:22,Anthony Hernández,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/28/2022 20:03:00,Melissa Stevens,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/14/2023 02:46:00,Hiwber Flores,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 02:13:38,Shannon Dutton,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
10/19/2023 13:20:33,marilyn perniciaro,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 15:45:02,Andrea Barron,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 20:12:36,Mara Morales,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 02:23:09,Wiktoria Perlicki,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 20:09:37,yohana videz,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/06/2023 14:14:38,Marina Vice Commodore,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 23:30:06,Grady Bosch,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 23:22:18,Baljit Singh,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 02:14:45,Isabelle Jean-Baptiste,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
10/12/2023 20:21:42,keval kapadia,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
04/01/2023 14:12:10,Georgia Waite,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
03/22/2023 15:16:27,James Fitzpatrick,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/21/2023 20:05:54,Julisa Melgoza,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 15:24:41,Miguel Santos,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/20/2023 23:30:53,Espa Mem,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/22/2023 02:08:40,rebecca turnier,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/12/2023 20:38:07,Micah Martin Parchment,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
05/19/2023 13:33:39,Salma Ibrahim,,5,First County Bank_ChIJ_0Ia9QIb6IkRlHDVAfrUIDk.csv,First Bank of Greenwich
08/24/2019 22:39:43,Jennifer Harris,"Is not a bad bank to save your money and other financial aspects, the workers are very nice, they speak to you. They have information all around, they are friendly,  you can ask questions you desire. The atmosphere is good, spacey,  good parking,  atm machine access good i saw people entering there, the building is pleasant,  and clean environment. They are doing good.",5,Union Savings Bank_ChIJmWqAyFr054kRtf-_V6eWO10.csv,Dime Bank
06/23/2020 22:17:38,Rick James,"I’m always waiting & getting the same rep so it must be just 1-2 people working. I feel bad for their workers they definitely don’t care about them & I’ll tell others to go to Danbury Savings instead. Selfish establishment, I’m glad I didn’t open an account. God bless their employees, nice people always get taken advantage of. Good reps but horrible company.",1,Union Savings Bank_ChIJmWqAyFr054kRtf-_V6eWO10.csv,Dime Bank
03/20/2017 18:26:04,Donna Crisalli,Always have a great experience at this branch.  Parking is not good at the branch across from CVS.  Wish they were not closing the Park Lane branch- doesn't make sense.,5,Union Savings Bank_ChIJmWqAyFr054kRtf-_V6eWO10.csv,Dime Bank
09/26/2018 12:36:05,Richard Mark,Easy & convenient ATM access.,5,Union Savings Bank_ChIJmWqAyFr054kRtf-_V6eWO10.csv,Dime Bank
10/04/2018 11:09:09,Mackenzie Lalli,,5,Union Savings Bank_ChIJmWqAyFr054kRtf-_V6eWO10.csv,Dime Bank
07/01/2017 03:14:03,Tonya Farber,,5,Union Savings Bank_ChIJmWqAyFr054kRtf-_V6eWO10.csv,Dime Bank
04/12/2023 15:56:41,Nick Amoratis,"I have yet to go to any of the Milford Bank branches and ever have any issues. However, I use the Stratford location mainly. Matt has helped me on multiple occasions. He always looks out for my best interest and is quick to respond on any task. He is great to work with and easy to trust with your money or investment. The rest of the staff is also very kind and helpful as well. Milford Bank is growing and evolving, but they constantly prove they still care about their customers (small or big) and maintain good relationships with them unlike other banks. I highly recommend Milford Bank to anyone looking for a bank they can trust with great customer service.",5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
02/03/2024 17:09:57,Harry Ureña,Great financial institution for small businesses but also for personal accounts.,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
12/14/2023 04:26:34,Joan Ripke,transferred from that awful MT bank what a difference very nice and helpful people.,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
05/25/2021 11:17:55,Joan Law,We have been a Milford Bank family for quite some time. We were searching for a local community bank and found what we were looking for at TMB. I appreciate how much they give back to our community and value the personal service we receive.,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
05/11/2021 15:59:21,john ferrando,Great local bank. Always nice to walk in and talk to someone.,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
01/21/2020 14:57:50,Dorje Chen,"This is a great little, local bank. The staff is friendly and helpful.",5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
12/05/2020 23:01:37,Ferry Blvd,"Very nice people , very good our bank !",5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
08/26/2019 15:03:12,Inksplosive Al,Five stars for the ATM!,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
04/25/2023 12:00:16,George Albano,,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
05/11/2021 22:51:58,Nikos Avramopoulos,,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
07/06/2017 23:42:41,Patrick Price,,5,The Milford Bank_ChIJ79y3IfcM6IkRxFBpPzHijZo.csv,Ion Bank
12/16/2022 22:01:23,Rays,"I can’t understand how they claim to call themselves a bank.  They no longer open on Saturdays and they don’t post deposits through ATM’ as they claim, by 2pm.  If you choose to go through the teller it takes forever.  And if it’s crowded forget it, the wait is ridiculously long. The whole point of an ATM but forget it.",1,Bankwell_ChIJbX2oymsc6IkRB3rhb_gmzPM.csv,Liberty Bank
11/12/2018 00:31:45,Cats Paw,Started using them for checking for my business & have had such a great experience I have moved my personal checking to them as well. Great staff & never a wait to do transactions with teller.,5,Bankwell_ChIJbX2oymsc6IkRB3rhb_gmzPM.csv,Liberty Bank
12/29/2022 18:25:49,Redd Pois,"Why is your android and iOS bank well app so horrible? What a nightmare, how can you go so wrong...",1,Bankwell_ChIJbX2oymsc6IkRB3rhb_gmzPM.csv,Liberty Bank
01/04/2020 13:38:09,Erin Herring,,5,Bankwell_ChIJbX2oymsc6IkRB3rhb_gmzPM.csv,Liberty Bank
10/27/2023 23:02:41,Emily Z,FCB has great customer service. It has convenient locations. It is a local bank that meets my banking needs.,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/26/2023 19:40:29,Jon J Velez,I have never had a bad experience with the “crew” @ Fairfield County Bank! Great service always & forever!,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/26/2023 19:21:25,Historic Rowayton,"We love FCB! Wonderful professional and personal service, and they support our community as well 🥳",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/23/2023 16:01:20,Anna Resnansky,Sarah was very informative and accomplished setting up our corporate account very effectively and efficiently.,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/27/2023 18:41:48,Debra Scianna,"Andrew, Mike, Patricia, Sara, are very friendly and knowledgeable.  They teach me alot about banking. Debra Scianna since 1990.",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/24/2023 20:13:49,Leslie Staniszewski,The whole staff at the Rowayton Bank are fabulous they always take great care too my mom,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/27/2023 15:36:41,James Bildahl,My wife and I enjoy Banking with with Fairfield County Bank In Rowayton. Never any problems,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
06/21/2022 23:28:15,Anne Hussey,I love having a hometown bank! It’s so nice to be known + greeted by name! Patricia was extremely helpful in assisting me with my children’s accounts with me while they are working in difference cities and studying on the other coast or when they need a transfer! Just so amazing to go in with a list of 4 things to work on + have them all completed at once!,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/26/2023 23:21:05,Tracy Gibson,"Always so helpful and
friendly! They follow up and are very helpful with questions or concerns.",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
11/01/2023 19:36:56,Richard Velez,"Very polite and helpful every time!
I only use Rowayton branch",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/11/2023 14:26:40,Jenny Raymond,I love visiting Fairfield county bank. Specifically the Rowayton branch. The staff is so friendly and helpful. It feels like family! I always look for a reason to stop in!,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/27/2023 15:52:56,Jay Sequeira,Thanks for all you do Rowayton team.  You are the best on assisting me every time I visit you guys.  Thanks for the candy treats.  Best.,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
11/14/2020 20:14:30,Sandra Miklave,"The Norwalk Symphony is proud to work with the Fairfield County Bank!  We have had a banking relationship for many years, and the staff are always helpful and make us feel welcome.  Whether a routine or involved transaction, their patience and knowledge are apparent.  We are proud to have this partnership with a local bank who understands our business and the community we all share.  Thank you!",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
11/09/2020 15:23:24,Suzanne Fandel,"Our firm has been a client of FFCB for many years.  We chose them after interviewing many of the the large banks in the area because of their high level of customer service.  They are responsive, extremely knowledgeable and always have our best interests in mind.  Particularly during challenging times, we are thankful to have the team at FFCB on our side!",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
03/10/2021 19:00:26,John Sexton,"I have had the pleasure of working with Theresa Marsan from Fairfield County Bank In Rowayton.  Theresa's professionalism and dedication was unbelievable.  She went above and beyond to help me when I was coming in from out of town and had to take care of some emergency transactions for family members.  She scheduled time with me even though with COVID she was understaffed and extremely busy.  She rest assured me that everything would be okay and processed everything I needed quickly and efficiently.  This is an employee who has made a very difficult situation move along perfectly in a difficult time for my family and I.  Thank you again Therese for everything you have done.
Respectfully,
John Sexton",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
03/05/2020 14:05:10,Renee Nevins,"This charming little neighborhood bank branch treats their customers (and their employees) like family. How do I know? Because I'm both!  I've never seen an organization that is so community minded, generous and team oriented and I'm incredibly proud to be a part of FCB and FCB Insurance Services.",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
06/29/2021 14:55:57,Timothy Widmer,"Truly a phenomenal community bank.  From the ever professional and very friendly staff, to the great location, impressive facilities and excellent service, having FCSB as my bank is wonderful.  Feels like home there.....thank you!",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
11/17/2020 15:08:59,Meg Schwanhausser,Michael and Theresa were more than accommodating to my banking needs. They were extremely quick and responsive. I couldn’t bank without them!,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/14/2023 21:05:31,david whitman,Great service in drive through and in lobby! Great banking experience! Business or personal accounts.,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/26/2023 19:40:22,lou fairchild,"The most friendly people work at this branch and really take the time to get to know you

They always greet you and make you feel at home",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
04/13/2022 16:10:29,Ken LaFreniere,FCB's customer service could not be better. The Rowayton office makes banking enjoyable.,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/15/2022 17:47:46,Ruth Freeman,The people who work here are so professional and helpful. We are so lucky to have this bank in town!,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/23/2023 15:56:38,Sarah Baxter,The staff is so incredibly helpful!,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
03/17/2022 18:22:23,Louis Tassiello,I have been a customer for over 10 years love the the staff they greet me by first name makes me feel that they care,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
09/06/2023 13:17:50,Dave Hoffmann,Very helpful and very pleasant experience with Sarah,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/16/2022 19:23:17,MaryJo Arcamone,"Rowayton Fairfield County Bank - love working with the team, friendly and very helpful.",5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/14/2022 22:37:14,Megan Conti,Such a friendly bunch that works there! Very helpful,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
11/01/2023 18:56:51,Brian Muro,wonderful,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
11/02/2020 13:06:46,John Bannon,Great bank easy parking great polite service 👍,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/14/2022 22:02:13,jay condon,Wonderful bank to do bisiness with,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/25/2023 18:38:18,Robert Haskell,FCB is terrific !,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/25/2023 16:47:21,Deborah Boots,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
05/02/2022 18:33:41,Ellen Duggins,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
03/28/2022 13:40:25,No Sweat 32,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/23/2023 17:24:54,jeff kuffel,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
08/30/2021 15:44:25,EMILY LEBOW,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/25/2023 20:17:43,Cathy Konstantin,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/17/2022 02:57:48,hilda rees,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/14/2022 21:04:10,Julia Massengill,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
10/25/2023 10:06:17,David,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
02/15/2022 00:56:19,debbie nameth,,5,Fairfield County Bank_ChIJhbdrhckf6IkRM8xxoqh0VrM.csv,Dime Bank
04/11/2020 21:22:35,Alex Rodriguez,"I have to time time out of my schedule to appreciate this bank, and the great customer services we receive from Chelsea Pantano. we haven't feel so appreciated doing business with someone like we did at Liberty Bank. We loved your knowledge and your abilities to work with people. We want to say Thank you Mrs. Pantano from the bottom of our hearts. We hope to do business at Liberty Bank for the rest of our life.",5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
12/09/2017 11:30:06,Candice Wilcox-Cianci,"I’ve been with Liberty since I was 20 and their staff is fantastic. If I have any issue it’s location, I’d love it if there were a Windsor (area) location, but for 22 years they’ve provided fantastic customer service and support and that’s more important to me than a 1/2 hour car ride. Thanks, Liberty Bank!!",5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
11/20/2017 18:33:57,Hannah Jahn,"Recently switched to Liberty Great bank after being with an ""ok"" bank for 10+ years, and I'll never look back! The staff are extremely friendly and helpful here, plus all the perks that comes with Liberty make switching a no-brainer.",5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
06/21/2022 21:37:16,B Bii,"One word... lazy. I came in looking for copies of statements, as I have done many times in the past at other branches. The teller says she can “order” them, which takes a couple days, (but this doesn’t help me because I don’t live around here.) I’ve never been told this. Usually the teller just charges me, prints off the statements and I’m out the door, even if I have to come back same day and pick them up. This particular employee says she could do this, but they’re short staffed. Mind you, there was no other customer at the bank. Just me, the whole time I was in there. At least she said “sorry about that,” even though I doubt she meant it.",2,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
04/25/2017 17:45:10,Dante Goddard,"Great bank! You can get ATM fees back each month, no minimum balance, and no monthly fees. Also the staff is very friendly. Can't complain about anything.",5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
08/26/2016 15:54:11,Ally Ruiz,I have been banking there for at least 5 years and everyone there is helpful and really nice! The best bank I've ever had the pleasure of using.,5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
02/27/2016 19:47:50,Westone jean philippe,"My brother and I have been banking with them for years,they got an excellent customer service and give you great advice. I enjoy doing business with Liberty bank",5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
07/07/2021 04:01:21,J,Worst branch to do banking with. Starting from Manger down to Clark needs to be replaced. Due to poor service bunch of customers are closing there accounts.,1,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
02/18/2021 17:41:21,Matt Z,"This branch is god awful, I have nothing but problems every single time I go there. Save yourself the trouble and go to be branch down the road they’re actually competent down there",1,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
11/04/2023 14:04:05,BORICUA 3031,Super servisco al cliente les recomiendo este Banco tienen muchos programas de ahoros Roxanne y Anu me atendieron super bien se Los agradesco mucho,5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
09/01/2020 05:54:46,Maximillian Arroyo,,2,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
01/15/2021 17:03:10,gregory goddard,,5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
03/20/2019 20:16:22,Pame Condor G.,,5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
02/10/2021 19:36:50,Giovanna Quispe,,5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
03/09/2024 17:16:38,benhur pillonetto,,1,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
03/16/2015 15:36:00,Betty Mcclendon,,5,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
07/24/2017 17:08:43,Sasha Veal,,4,Liberty Bank_ChIJYUoWUvdS5okR8465xcTT5so.csv,Newtown Savings Bank
04/11/2019 13:43:12,Georgia Austin,The Torrington Savings Bank branch in New Hartford is one of the best banks you will ever find.  My family has used TSB for more than 30 years.  You will not find better customer service at any other bank.  Their rules and procedures are there for your financial security.  We are so glad they are here in New Hartford!,5,Torrington Savings Bank_ChIJE6qknUen54kR3DaUhhs2HSw.csv,Essex Savings Bank
